Category,Review
1,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids ."
0,"i wish it would have just gone more over-the-top instead of trying to have it both ways ."
0,"the superior plotline isn't quite enough to drag along the dead ( water ) weight of the other ."
1,"the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged ."
0,"adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design ."
0,"'linklater fans , or pretentious types who want to appear avant-garde will suck up to this project . . . '"
0,"if you really want to understand what this story is really all about , you're far better served by the source material ."
1,"shanghai ghetto may not be as dramatic as roman polanski's the pianist , but its compassionate spirit soars every bit as high ."
0,"it's mildly sentimental , unabashedly consumerist . . . studiously inoffensive and completely disposable ."
0,"like its title character , esther kahn is unusual but unfortunately also irritating ."
1,"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself ."
0,"the star who helped give a spark to " chasing amy " and " changing lanes " falls flat as thinking man cia agent jack ryan in this summer's new action film , " the sum of all fears . ""
1,"the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality ."
0,"every conceivable mistake a director could make in filming opera has been perpetrated here ."
0,"snoots will no doubt rally to its cause , trotting out threadbare standbys like 'masterpiece' and 'triumph' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this ."
0,"[the film's] taste for " shock humor " will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers ."
0,"any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things ."
1,"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ."
0,"if legendary shlockmeister ed wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from anne rice's novel the vampire chronicles ."
0,"hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares ."
0,"interminably bleak , to say nothing of boring ."
0,"things really get weird , though not particularly scary : the movie is all portent and no content ."
1,"it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent ."
0,"it's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent electra rebellion ."
0,"the camera whirls ! the camera twirls ! oh , look at that clever angle ! wow , a jump cut !"
1,"rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue ."
0,"demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack ."
1,"so beautifully acted and directed , it's clear that washington most certainly has a new career ahead of him if he so chooses ."
0,"ultimately , the film amounts to being lectured to by tech-geeks , if you're up for that sort of thing ."
1,"a gentle and engrossing character study ."
0,"far more enjoyable than its predecessor ."
1,"it's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins ."
0,"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature ."
0,"a ragbag of cliches ."
0,"a reality-snubbing hodgepodge ."
0,"the three leads produce adequate performances , but what's missing from this material is any depth of feeling ."
1,"the importance of being earnest , so thick with wit it plays like a reading from bartlett's familiar quotations"
0,"it's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling ."
0,"this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story ."
